timestamp,participant_id,champion,team,position_x,position_y,visible_to_enemy,level,total_gold,match_id
840361,9,Jhin,200,11767,1712,true,8,4795,EUW1_7596401539
840361,10,Poppy,200,11386,1724,true,7,3922,EUW1_7596401539
900375,1,Ornn,100,2114,12869,false,11,4767,EUW1_7596401539
900375,2,Brand,100,9814,5222,true,10,5241,EUW1_7596401539
900375,3,Katarina,100,1351,1983,false,10,5680,EUW1_7596401539
900375,4,MissFortune,100,6899,1012,false,9,5652,EUW1_7596401539
900375,5,Nautilus,100,4322,2454,false,7,3709,EUW1_7596401539
900375,6,Gragas,200,3144,11947,false,11,4824,EUW1_7596401539
900375,7,Zed,200,9956,5685,true,8,4239,EUW1_7596401539
900375,8,Veigar,200,14340,14391,false,11,5879,EUW1_7596401539
900375,9,Jhin,200,14217,13343,false,8,5009,EUW1_7596401539
900375,10,Poppy,200,9856,5314,true,7,4142,EUW1_7596401539
960390,1,Ornn,100,2779,12444,true,11,4959,EUW1_7596401539
960390,2,Brand,100,7495,3452,false,10,5363,EUW1_7596401539
960390,3,Katarina,100,7404,7554,true,11,5851,EUW1_7596401539
960390,4,MissFortune,100,11676,1929,true,10,5981,EUW1_7596401539
960390,5,Nautilus,100,3634,11936,false,7,3862,EUW1_7596401539
960390,6,Gragas,200,3209,13356,true,11,5108,EUW1_7596401539
960390,7,Zed,200,9413,13197,false,9,4766,EUW1_7596401539
960390,8,Veigar,200,7975,7447,true,12,6162,EUW1_7596401539
960390,9,Jhin,200,12611,2353,true,9,5370,EUW1_7596401539
960390,10,Poppy,200,5230,12854,false,8,4464,EUW1_7596401539
1020394,1,Ornn,100,1055,11028,false,11,5165,EUW1_7596401539
1020394,2,Brand,100,10403,1597,false,10,5705,EUW1_7596401539
1020394,3,Katarina,100,6423,2452,false,11,6023,EUW1_7596401539
1020394,4,MissFortune,100,3686,1482,false,10,6120,EUW1_7596401539
1020394,5,Nautilus,100,5890,1748,false,8,4014,EUW1_7596401539
1020394,6,Gragas,200,2687,12900,false,12,6066,EUW1_7596401539
1020394,7,Zed,200,7906,9671,false,9,5077,EUW1_7596401539
1020394,8,Veigar,200,2617,12818,false,13,7200,EUW1_7596401539
1020394,9,Jhin,200,8602,4217,false,10,6041,EUW1_7596401539
1020394,10,Poppy,200,10363,6191,false,8,4872,EUW1_7596401539
1080419,1,Ornn,100,1747,11403,true,11,5316,EUW1_7596401539
1080419,2,Brand,100,5898,5097,false,11,6117,EUW1_7596401539
1080419,3,Katarina,100,12870,2541,false,11,6145,EUW1_7596401539
1080419,4,MissFortune,100,11380,3949,true,10,6491,EUW1_7596401539
1080419,5,Nautilus,100,11486,3710,true,8,4171,EUW1_7596401539
1080419,6,Gragas,200,1959,12057,true,12,6230,EUW1_7596401539
1080419,7,Zed,200,5198,10579,false,10,5560,EUW1_7596401539
1080419,8,Veigar,200,12236,4399,true,13,7867,EUW1_7596401539
1080419,9,Jhin,200,11726,4413,true,10,6247,EUW1_7596401539
1080419,10,Poppy,200,12877,5812,false,9,5199,EUW1_7596401539
1140452,1,Ornn,100,2731,12819,false,12,5846,EUW1_7596401539
1140452,2,Brand,100,2166,12308,false,11,7112,EUW1_7596401539
1140452,3,Katarina,100,12998,3905,true,11,6700,EUW1_7596401539
1140452,4,MissFortune,100,10323,856,false,11,7791,EUW1_7596401539
1140452,5,Nautilus,100,13172,3398,true,9,4509,EUW1_7596401539
1140452,6,Gragas,200,4001,13930,false,13,6583,EUW1_7596401539
1140452,7,Zed,200,14090,4543,true,10,5792,EUW1_7596401539
1140452,8,Veigar,200,11589,1504,true,13,8552,EUW1_7596401539
1140452,9,Jhin,200,14084,4933,false,11,6539,EUW1_7596401539
1140452,10,Poppy,200,13289,3402,true,9,5366,EUW1_7596401539
1200455,1,Ornn,100,1582,9102,true,13,6305,EUW1_7596401539
1200455,2,Brand,100,1415,9540,true,12,7364,EUW1_7596401539
1200455,3,Katarina,100,7798,884,false,12,7487,EUW1_7596401539
1200455,4,MissFortune,100,7677,7556,false,11,8287,EUW1_7596401539
1200455,5,Nautilus,100,7744,2340,false,9,4876,EUW1_7596401539
1200455,6,Gragas,200,1470,8391,true,13,6783,EUW1_7596401539
1200455,7,Zed,200,14340,14391,false,11,6410,EUW1_7596401539
1200455,8,Veigar,200,4054,9561,false,14,8808,EUW1_7596401539
1200455,9,Jhin,200,11185,1533,true,11,6768,EUW1_7596401539
1200455,10,Poppy,200,6669,12932,false,9,5863,EUW1_7596401539
1260458,1,Ornn,100,1510,1269,false,13,7019,EUW1_7596401539
1260458,2,Brand,100,5150,5290,true,12,8201,EUW1_7596401539
1260458,3,Katarina,100,13044,2983,false,12,7939,EUW1_7596401539
1260458,4,MissFortune,100,8224,6542,false,11,8862,EUW1_7596401539
1260458,5,Nautilus,100,4168,6061,false,9,5079,EUW1_7596401539
1260458,6,Gragas,200,10723,13869,false,13,7003,EUW1_7596401539
1260458,7,Zed,200,13559,4979,false,12,6901,EUW1_7596401539
1260458,8,Veigar,200,14115,13999,false,14,9023,EUW1_7596401539
1260458,9,Jhin,200,6217,6258,true,11,7739,EUW1_7596401539
1260458,10,Poppy,200,5952,5827,true,10,6555,EUW1_7596401539
1320481,1,Ornn,100,1311,10588,false,14,7591,EUW1_7596401539
1320481,2,Brand,100,10346,6186,false,13,8977,EUW1_7596401539
1320481,3,Katarina,100,1330,838,false,13,9027,EUW1_7596401539
1320481,4,MissFortune,100,9518,5654,false,12,9185,EUW1_7596401539
1320481,5,Nautilus,100,3835,11328,false,9,5281,EUW1_7596401539
1320481,6,Gragas,200,1869,12886,false,13,7462,EUW1_7596401539
1320481,7,Zed,200,13647,6356,false,12,7104,EUW1_7596401539
1320481,8,Veigar,200,13662,6184,false,14,9340,EUW1_7596401539
1320481,9,Jhin,200,13256,12757,false,12,7971,EUW1_7596401539
1320481,10,Poppy,200,14340,14391,false,11,6826,EUW1_7596401539
1380508,1,Ornn,100,843,7311,true,14,7764,EUW1_7596401539
1380508,2,Brand,100,12033,3187,true,14,9360,EUW1_7596401539
1380508,3,Katarina,100,12444,3175,true,14,9395,EUW1_7596401539
1380508,4,MissFortune,100,12469,3164,true,13,9596,EUW1_7596401539
1380508,5,Nautilus,100,2440,11780,true,10,5485,EUW1_7596401539
1380508,6,Gragas,200,1209,8804,false,14,7943,EUW1_7596401539
1380508,7,Zed,200,1177,12220,true,12,7569,EUW1_7596401539
1380508,8,Veigar,200,7355,7457,false,15,9800,EUW1_7596401539
1380508,9,Jhin,200,1199,7833,true,12,8373,EUW1_7596401539
1380508,10,Poppy,200,13146,3196,true,12,7424,EUW1_7596401539
1440526,1,Ornn,100,5152,7791,false,14,7935,EUW1_7596401539
1440526,2,Brand,100,4265,4900,false,14,9483,EUW1_7596401539
1440526,3,Katarina,100,5803,5873,false,14,9518,EUW1_7596401539
1440526,4,MissFortune,100,6745,7213,true,13,9939,EUW1_7596401539
1440526,5,Nautilus,100,6460,8584,true,10,5637,EUW1_7596401539
1440526,6,Gragas,200,7124,13206,false,15,8284,EUW1_7596401539
1440526,7,Zed,200,7239,8767,true,12,7897,EUW1_7596401539
1440526,8,Veigar,200,7754,7971,true,15,10054,EUW1_7596401539
1440526,9,Jhin,200,4797,11552,false,12,8573,EUW1_7596401539
1440526,10,Poppy,200,13628,7444,false,12,7771,EUW1_7596401539
1500533,1,Ornn,100,10158,5899,true,15,8125,EUW1_7596401539
1500533,2,Brand,100,10573,4808,false,14,9728,EUW1_7596401539
1500533,3,Katarina,100,10484,5537,false,14,10439,EUW1_7596401539
1500533,4,MissFortune,100,7370,7090,false,13,10302,EUW1_7596401539
1500533,5,Nautilus,100,7168,6711,false,11,5836,EUW1_7596401539
1500533,6,Gragas,200,9067,6152,true,15,8886,EUW1_7596401539
1500533,7,Zed,200,9441,6583,true,13,8323,EUW1_7596401539
1500533,8,Veigar,200,9005,5956,true,15,10598,EUW1_7596401539
1500533,9,Jhin,200,9367,7784,false,12,8790,EUW1_7596401539
1500533,10,Poppy,200,9129,6209,true,12,8006,EUW1_7596401539
1560550,1,Ornn,100,13972,4953,true,15,8747,EUW1_7596401539
1560550,2,Brand,100,444,560,false,14,9968,EUW1_7596401539
1560550,3,Katarina,100,4927,4415,false,15,11586,EUW1_7596401539
1560550,4,MissFortune,100,6943,7299,true,13,10467,EUW1_7596401539
1560550,5,Nautilus,100,10557,6162,false,11,5988,EUW1_7596401539
1560550,6,Gragas,200,8927,6566,false,15,9008,EUW1_7596401539
1560550,7,Zed,200,14046,4828,true,13,8641,EUW1_7596401539
1560550,8,Veigar,200,8367,7179,false,16,11384,EUW1_7596401539
1560550,9,Jhin,200,7993,7639,true,12,8976,EUW1_7596401539
1560550,10,Poppy,200,13839,4837,true,12,8159,EUW1_7596401539
1620576,1,Ornn,100,3400,1448,false,15,8869,EUW1_7596401539
1620576,2,Brand,100,10524,4691,false,15,10605,EUW1_7596401539
1620576,3,Katarina,100,7882,7829,true,16,12021,EUW1_7596401539
1620576,4,MissFortune,100,4332,3938,false,14,11060,EUW1_7596401539
1620576,5,Nautilus,100,10473,4780,false,11,6482,EUW1_7596401539
1620576,6,Gragas,200,8662,8611,true,16,9158,EUW1_7596401539
1620576,7,Zed,200,11850,4088,false,14,8978,EUW1_7596401539
1620576,8,Veigar,200,12223,11637,false,16,11569,EUW1_7596401539
1620576,9,Jhin,200,11039,10767,false,12,9112,EUW1_7596401539
1620576,10,Poppy,200,14096,7159,false,13,8805,EUW1_7596401539
1680587,1,Ornn,100,13456,4851,true,16,9278,EUW1_7596401539
1680587,2,Brand,100,7537,3394,false,15,10972,EUW1_7596401539
1680587,3,Katarina,100,8149,8403,true,16,12297,EUW1_7596401539
1680587,4,MissFortune,100,8044,7799,true,14,11402,EUW1_7596401539
1680587,5,Nautilus,100,8549,8224,true,12,6634,EUW1_7596401539
1680587,6,Gragas,200,6425,13215,false,16,9614,EUW1_7596401539
1680587,7,Zed,200,9872,7956,true,14,9100,EUW1_7596401539
1680587,8,Veigar,200,9963,9881,false,16,11942,EUW1_7596401539
1680587,9,Jhin,200,14045,4272,true,13,9387,EUW1_7596401539
1680587,10,Poppy,200,10236,9590,false,13,8997,EUW1_7596401539
1740610,1,Ornn,100,13616,8111,true,16,9849,EUW1_7596401539
1740610,2,Brand,100,6308,6185,true,16,11369,EUW1_7596401539
1740610,3,Katarina,100,7008,7066,true,16,12882,EUW1_7596401539
1740610,4,MissFortune,100,6080,6303,true,14,11562,EUW1_7596401539
1740610,5,Nautilus,100,6403,6555,true,12,7167,EUW1_7596401539
1740610,6,Gragas,200,1129,9968,true,16,9917,EUW1_7596401539
1740610,7,Zed,200,7494,7342,true,14,9829,EUW1_7596401539
1740610,8,Veigar,200,6768,6805,true,16,12764,EUW1_7596401539
1740610,9,Jhin,200,6238,7181,true,13,9640,EUW1_7596401539
1740610,10,Poppy,200,7302,6744,true,14,9473,EUW1_7596401539
1800629,1,Ornn,100,13900,9574,true,17,11358,EUW1_7596401539
1800629,2,Brand,100,3707,10539,false,16,12218,EUW1_7596401539
1800629,3,Katarina,100,3399,7952,true,17,13884,EUW1_7596401539
1800629,4,MissFortune,100,5656,5833,false,15,11929,EUW1_7596401539
1800629,5,Nautilus,100,3325,7843,true,13,8157,EUW1_7596401539
1800629,6,Gragas,200,3217,8280,true,17,11497,EUW1_7596401539
1800629,7,Zed,200,13980,11946,false,14,10081,EUW1_7596401539
1800629,8,Veigar,200,7466,7742,false,16,12911,EUW1_7596401539
1800629,9,Jhin,200,4406,8373,true,14,10682,EUW1_7596401539
1800629,10,Poppy,200,14181,13803,false,14,9650,EUW1_7596401539
1860654,1,Ornn,100,13510,5676,true,17,11494,EUW1_7596401539
1860654,2,Brand,100,7127,5252,false,16,12380,EUW1_7596401539
1860654,3,Katarina,100,8309,7690,true,17,14404,EUW1_7596401539
1860654,4,MissFortune,100,7051,7448,false,15,12488,EUW1_7596401539
1860654,5,Nautilus,100,6939,4497,false,13,8309,EUW1_7596401539
1860654,6,Gragas,200,12052,12721,false,17,11620,EUW1_7596401539
1860654,7,Zed,200,9971,7875,false,15,10489,EUW1_7596401539
1860654,8,Veigar,200,6223,13430,false,17,13667,EUW1_7596401539
1860654,9,Jhin,200,13722,8042,false,14,10804,EUW1_7596401539
1860654,10,Poppy,200,8565,12731,false,14,9851,EUW1_7596401539
1920675,1,Ornn,100,13958,6365,true,18,12065,EUW1_7596401539
1920675,2,Brand,100,1765,7468,false,17,12948,EUW1_7596401539
1920675,3,Katarina,100,7422,6308,false,17,14559,EUW1_7596401539
1920675,4,MissFortune,100,6703,6663,false,15,12855,EUW1_7596401539
1920675,5,Nautilus,100,6229,8364,false,13,8461,EUW1_7596401539
1920675,6,Gragas,200,7705,7644,false,17,12132,EUW1_7596401539
1920675,7,Zed,200,6860,11483,false,15,10806,EUW1_7596401539
1920675,8,Veigar,200,13485,7312,true,17,14012,EUW1_7596401539
1920675,9,Jhin,200,13897,7477,true,14,11358,EUW1_7596401539
1920675,10,Poppy,200,13764,7476,true,15,10046,EUW1_7596401539
1980679,1,Ornn,100,13689,6555,false,18,12303,EUW1_7596401539
1980679,2,Brand,100,7944,5035,false,17,13260,EUW1_7596401539
1980679,3,Katarina,100,506,616,false,18,15056,EUW1_7596401539
1980679,4,MissFortune,100,394,461,false,16,14123,EUW1_7596401539
1980679,5,Nautilus,100,5850,5101,true,14,8983,EUW1_7596401539
1980679,6,Gragas,200,9064,8068,false,17,12296,EUW1_7596401539
1980679,7,Zed,200,8017,10588,false,15,11023,EUW1_7596401539
1980679,8,Veigar,200,6533,6718,true,17,14267,EUW1_7596401539
1980679,9,Jhin,200,5725,5817,true,15,12476,EUW1_7596401539
1980679,10,Poppy,200,6212,6358,true,15,10303,EUW1_7596401539
2040712,1,Ornn,100,8851,7948,true,18,12425,EUW1_7596401539
2040712,2,Brand,100,9427,7701,true,17,13437,EUW1_7596401539
2040712,3,Katarina,100,8270,7916,true,18,15581,EUW1_7596401539
2040712,4,MissFortune,100,8041,7816,true,16,14976,EUW1_7596401539
2040712,5,Nautilus,100,9435,7873,true,14,9150,EUW1_7596401539
2040712,6,Gragas,200,9176,8941,true,17,12549,EUW1_7596401539
2040712,7,Zed,200,8274,7985,true,16,11291,EUW1_7596401539
2040712,8,Veigar,200,13990,12151,false,18,14940,EUW1_7596401539
2040712,9,Jhin,200,8714,8875,true,15,12891,EUW1_7596401539
2040712,10,Poppy,200,9375,8551,true,15,10494,EUW1_7596401539
2100745,1,Ornn,100,9483,9661,true,18,12937,EUW1_7596401539
2100745,2,Brand,100,9687,11095,true,17,13628,EUW1_7596401539
2100745,3,Katarina,100,2937,2449,false,18,16133,EUW1_7596401539
2100745,4,MissFortune,100,9534,9298,true,17,15904,EUW1_7596401539
2100745,5,Nautilus,100,8816,7902,true,15,9351,EUW1_7596401539
2100745,6,Gragas,200,9323,9727,true,18,13565,EUW1_7596401539
2100745,7,Zed,200,12131,11999,false,16,11414,EUW1_7596401539
2100745,8,Veigar,200,10063,9059,true,18,16078,EUW1_7596401539
2100745,9,Jhin,200,9959,9948,true,16,13283,EUW1_7596401539
2100745,10,Poppy,200,9531,9556,true,15,10647,EUW1_7596401539
2160755,1,Ornn,100,9502,9658,true,18,13060,EUW1_7596401539
2160755,2,Brand,100,4740,9290,false,17,13861,EUW1_7596401539
2160755,3,Katarina,100,6490,6865,true,18,16312,EUW1_7596401539
2160755,4,MissFortune,100,3067,3442,false,17,16031,EUW1_7596401539
2160755,5,Nautilus,100,1019,1413,false,15,9594,EUW1_7596401539
2160755,6,Gragas,200,6363,6732,true,18,14113,EUW1_7596401539
2160755,7,Zed,200,14100,13911,false,16,11981,EUW1_7596401539
2160755,8,Veigar,200,13423,9725,false,18,16201,EUW1_7596401539
2160755,9,Jhin,200,10291,3277,false,16,15003,EUW1_7596401539
2160755,10,Poppy,200,7079,3830,false,15,10813,EUW1_7596401539
2220768,1,Ornn,100,7767,3597,true,18,13426,EUW1_7596401539
2220768,2,Brand,100,6940,4146,true,18,14289,EUW1_7596401539
2220768,3,Katarina,100,5499,3456,true,18,16557,EUW1_7596401539
2220768,4,MissFortune,100,5444,3598,true,17,16844,EUW1_7596401539
2220768,5,Nautilus,100,5922,3954,true,15,9889,EUW1_7596401539
2220768,6,Gragas,200,7178,4607,true,18,14501,EUW1_7596401539
2220768,7,Zed,200,9031,5860,false,17,12607,EUW1_7596401539
2220768,8,Veigar,200,6733,4164,true,18,16713,EUW1_7596401539
2220768,9,Jhin,200,6164,4425,true,17,15386,EUW1_7596401539
2220768,10,Poppy,200,6074,3795,true,15,11031,EUW1_7596401539
2280787,1,Ornn,100,12952,6020,false,18,13876,EUW1_7596401539
2280787,2,Brand,100,3677,2402,false,18,14460,EUW1_7596401539
2280787,3,Katarina,100,4151,13609,true,18,17446,EUW1_7596401539
2280787,4,MissFortune,100,7515,7226,false,18,17658,EUW1_7596401539
2280787,5,Nautilus,100,6226,10877,false,15,10160,EUW1_7596401539
2280787,6,Gragas,200,13493,9851,false,18,14652,EUW1_7596401539
2280787,7,Zed,200,13824,14187,false,17,12882,EUW1_7596401539
2280787,8,Veigar,200,7078,5172,false,18,16835,EUW1_7596401539
2280787,9,Jhin,200,13531,12597,false,17,15508,EUW1_7596401539
2280787,10,Poppy,200,14068,12425,false,15,11184,EUW1_7596401539
2340805,1,Ornn,100,10076,6973,true,18,14321,EUW1_7596401539
2340805,2,Brand,100,9628,6412,false,18,14627,EUW1_7596401539
2340805,3,Katarina,100,6327,7780,false,18,17686,EUW1_7596401539
